cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-00457,25,29228914,2879024,26,70,110731,Valparaíso
CLI-00458,20,50345048,1804490,6,91,300748,Biobío
CLI-00459,44,10657937,344222,1,15,344222,Metropolitana
CLI-00460,48,17858322,744880,5,6,148976,Araucanía
CLI-00461,32,19047628,1118588,1,13,1118588,Valparaíso
CLI-00462,20,14409770,600318,11,32,54574,Valparaíso
CLI-00463,42,40209016,1934619,12,48,161218,Araucanía
CLI-00464,31,14232810,917446,2,32,458723,Metropolitana
CLI-00465,26,12420317,510432,17,11,30025,Araucanía
CLI-00466,33,11277901,796291,10,4,79629,Araucanía
CLI-00467,53,98132842,7447014,19,8,391948,Valparaíso
CLI-00468,34,22341110,1404378,5,47,280875,Valparaíso
CLI-00469,46,11270072,769462,3,13,256487,Biobío
CLI-00470,47,20331267,1597324,5,28,319464,Araucanía
CLI-00471,27,22297717,1020705,9,4,113411,Valparaíso
CLI-00472,40,36507289,1847947,8,25,230993,Metropolitana
CLI-00473,54,19838800,1513918,3,43,504639,Valparaíso
CLI-00474,41,11882371,431034,4,19,107758,Valparaíso
CLI-00475,41,47871161,1938121,5,119,387624,Biobío
CLI-00476,36,40885300,1446595,14,20,103328,Antofagasta
CLI-00477,18,32837364,1538468,1,95,1538468,Biobío
CLI-00478,18,38874422,2242373,3,8,747457,Biobío
CLI-00479,29,112196985,3323944,5,38,664788,Antofagasta
CLI-00480,18,13902124,1076409,3,10,358803,Metropolitana
CLI-00481,28,50920757,1556801,3,5,518933,Metropolitana
CLI-00482,44,15162697,499541,16,66,31221,Araucanía
CLI-00483,21,29333155,1213864,2,49,606932,Biobío
CLI-00484,19,7912019,759951,32,40,23748,Biobío
CLI-00485,42,37760793,2866958,8,4,358369,Metropolitana
CLI-00486,23,15035814,755737,4,6,188934,Biobío
CLI-00487,48,43450717,2107546,3,17,702515,Metropolitana
CLI-00488,41,23408041,966962,4,112,241740,Metropolitana
CLI-00489,38,49489279,1766870,7,3,252410,Araucanía
CLI-00490,38,17579802,1106919,3,120,368973,Metropolitana
CLI-00491,33,32459588,2112631,1,13,2112631,Araucanía
CLI-00492,41,19969637,857621,4,5,214405,Metropolitana
CLI-00493,45,41666014,1467901,2,60,733950,Metropolitana
CLI-00494,32,98278525,7682535,15,22,512169,Antofagasta
CLI-00495,45,24963217,1948981,8,20,243622,Metropolitana
CLI-00496,46,14739223,1071459,32,3,33483,Metropolitana
CLI-00497,40,19012760,1562711,25,20,62508,Metropolitana
CLI-00498,45,36086696,2559394,15,29,170626,Metropolitana
CLI-00499,44,11520892,667453,5,3,133490,Araucanía
CLI-00500,46,44801866,2926174,8,20,365771,Valparaíso
CLI-00501,36,21052656,1156192,7,62,165170,Metropolitana
CLI-00502,28,108482174,3779567,14,26,269969,Metropolitana
CLI-00503,34,72753543,2700488,5,16,540097,Metropolitana
CLI-00504,58,19357329,1690010,1,72,1690010,Araucanía
CLI-00505,28,65361899,3084083,1,67,3084083,Antofagasta
CLI-00506,34,32260049,1500948,1,44,1500948,Metropolitana
CLI-00507,49,61997019,2168323,9,18,240924,Metropolitana
CLI-00508,35,28197721,1206522,8,52,150815,Metropolitana
CLI-00509,18,130854244,4928609,10,25,492860,Araucanía
CLI-00510,35,44770390,1872161,11,32,170196,Metropolitana
CLI-00511,24,114734715,8060092,2,7,4030046,Araucanía
CLI-00512,21,19075339,1528128,13,13,117548,Araucanía
CLI-00513,40,22622339,1327001,5,27,265400,Metropolitana
CLI-00514,34,43725217,2532669,1,58,2532669,Metropolitana
CLI-00515,30,33916309,2171115,16,11,135694,Metropolitana
CLI-00516,52,21148590,1135040,29,8,39139,Valparaíso
CLI-00517,36,29334565,1483536,3,90,494512,Biobío
CLI-00518,18,17232528,1023102,9,57,113678,Araucanía
CLI-00519,32,31651399,2286798,42,13,54447,Valparaíso
CLI-00520,38,19938260,1313848,5,15,262769,Metropolitana
CLI-00521,47,54024354,1991239,5,9,398247,Metropolitana
CLI-00522,25,6866304,548024,14,25,39144,Metropolitana
CLI-00523,35,114246008,8269753,18,3,459430,Metropolitana
CLI-00524,24,100992637,6825656,5,34,1365131,Araucanía
CLI-00525,35,41287658,3801246,6,8,633541,Biobío
CLI-00526,28,73004908,5711794,10,18,571179,Metropolitana
CLI-00527,37,18169212,631154,17,11,37126,Metropolitana
CLI-00528,36,19274189,1056765,3,33,352255,Metropolitana
CLI-00529,46,31644072,1634700,1,13,1634700,Valparaíso
CLI-00530,42,17707566,1258896,1,61,1258896,Metropolitana
CLI-00531,39,73568721,2898486,25,25,115939,Metropolitana
CLI-00532,18,18252934,1046355,8,108,130794,Metropolitana
CLI-00533,37,77066057,3425517,11,24,311410,Araucanía
CLI-00534,39,20453665,984446,6,30,164074,Araucanía
CLI-00535,44,19815048,1177594,4,21,294398,Metropolitana
CLI-00536,32,16294354,597248,14,22,42660,Biobío
CLI-00537,31,33474368,2082695,3,25,694231,Metropolitana
CLI-00538,49,35717464,1201799,11,9,109254,Metropolitana
CLI-00539,40,51804074,3046726,5,40,609345,Metropolitana
CLI-00540,36,35047404,1249953,4,41,312488,Metropolitana
CLI-00541,18,15628365,779497,5,27,155899,Biobío
CLI-00542,42,70197038,2740232,6,120,456705,Metropolitana
CLI-00543,45,2790339,188484,11,41,17134,Metropolitana
CLI-00544,45,22643153,1132819,9,7,125868,Biobío
CLI-00545,27,11089114,409513,4,120,102378,Valparaíso
CLI-00546,36,15231102,468087,3,44,156029,Antofagasta
CLI-00547,27,26397236,1584479,1,9,1584479,Metropolitana
CLI-00548,19,17211195,1762948,3,42,587649,Metropolitana
CLI-00549,36,54385033,3517343,21,4,167492,Metropolitana
CLI-00550,43,49564869,2207911,5,22,441582,Valparaíso
CLI-00551,27,184099327,7218105,2,4,3609052,Metropolitana
CLI-00552,22,52991740,2109198,8,25,263649,Metropolitana
CLI-00553,27,49566214,2047954,19,5,107787,Antofagasta
CLI-00554,30,26824633,1421452,31,7,45853,Metropolitana
CLI-00555,59,34269198,1455484,2,40,727742,Valparaíso
CLI-00556,40,20939091,1462731,4,74,365682,Araucanía
CLI-00557,45,32094442,1558934,6,4,259822,Biobío
CLI-00558,25,18823350,1621268,35,28,46321,Metropolitana
CLI-00559,42,18806985,952076,16,15,59504,Biobío
CLI-00560,46,79977611,2627996,13,29,202153,Biobío
CLI-00561,36,61613558,2761942,30,14,92064,Metropolitana
CLI-00562,37,6125848,433182,10,11,43318,Valparaíso
CLI-00563,39,84495323,3214590,12,13,267882,Biobío
CLI-00564,56,9722530,773749,2,27,386874,Biobío
CLI-00565,40,24943298,1396397,10,12,139639,Biobío
CLI-00566,42,42494356,2306264,7,7,329466,Metropolitana
CLI-00567,18,53266111,3020650,5,11,604130,Biobío
CLI-00568,23,20156719,1011310,23,12,43970,Biobío
CLI-00569,31,63955174,2555656,2,5,1277828,Metropolitana
CLI-00570,50,45193663,3173624,1,33,3173624,Biobío
CLI-00571,32,26518718,2372524,2,4,1186262,Biobío
CLI-00572,26,19564506,702737,8,7,87842,Metropolitana
CLI-00573,37,59504383,2764042,7,9,394863,Biobío
CLI-00574,38,6190330,465114,2,5,232557,Metropolitana
CLI-00575,42,14707305,1378560,1,41,1378560,Araucanía
CLI-00576,28,99849532,3227481,5,8,645496,Biobío
CLI-00577,39,59487109,5126471,34,4,150778,Biobío
CLI-00578,28,15532224,608987,3,37,202995,Metropolitana
CLI-00579,47,32916641,2649210,8,29,331151,Araucanía
CLI-00580,29,32844439,1148710,21,52,54700,Antofagasta
CLI-00581,39,27121150,1001695,10,45,100169,Araucanía
CLI-00582,26,23849456,763618,1,8,763618,Biobío
CLI-00583,39,22080288,1073008,2,4,536504,Araucanía
CLI-00584,21,27567499,1072717,7,6,153245,Metropolitana
CLI-00585,35,19353204,1696605,17,3,99800,Metropolitana
CLI-00586,32,25461052,1012341,10,6,101234,Metropolitana
CLI-00587,18,15700747,945020,5,11,189004,Metropolitana
CLI-00588,36,8740679,400398,1,20,400398,Biobío
CLI-00589,36,11263670,1071103,3,25,357034,Biobío
CLI-00590,49,22827282,784318,2,23,392159,Metropolitana
CLI-00591,38,65274735,2114871,3,3,704957,Biobío
CLI-00592,35,22042159,859017,5,3,171803,Metropolitana
CLI-00593,31,15834047,580606,5,30,116121,Metropolitana
CLI-00594,46,49415060,2182557,11,3,198414,Metropolitana
CLI-00595,27,50976089,1715729,12,19,142977,Metropolitana
CLI-00596,26,27370771,974983,11,26,88634,Metropolitana
CLI-00597,25,81236960,5538042,1,48,5538042,Biobío
CLI-00598,35,51408637,1811066,2,15,905533,Antofagasta
CLI-00599,54,55548191,2934951,40,36,73373,Metropolitana
CLI-00600,35,20431143,1705815,3,16,568605,Metropolitana
CLI-00601,40,13452665,816539,6,14,136089,Araucanía
CLI-00602,20,9979912,471942,12,18,39328,Biobío
CLI-00603,34,103373605,3504578,13,30,269582,Biobío
CLI-00604,35,17996713,1615632,6,41,269272,Araucanía
CLI-00605,28,50715409,3774433,16,15,235902,Araucanía
CLI-00606,38,11754039,779210,5,10,155842,Metropolitana
CLI-00607,29,22296593,1243274,2,7,621637,Valparaíso
CLI-00608,30,31483782,1168429,3,38,389476,Antofagasta
CLI-00609,18,17715346,1746634,1,50,1746634,Antofagasta
CLI-00610,38,19838292,720363,2,16,360181,Biobío
CLI-00611,38,39765113,1591727,4,120,397931,Valparaíso
CLI-00612,41,34946474,1549854,7,31,221407,Biobío
CLI-00613,30,13590968,644657,2,8,322328,Metropolitana
CLI-00614,39,37231884,2629748,1,14,2629748,Metropolitana
CLI-00615,29,71219998,3352935,16,3,209558,Metropolitana
CLI-00616,39,44186431,1577792,1,21,1577792,Valparaíso
CLI-00617,25,30290351,2152491,9,12,239165,Metropolitana
CLI-00618,36,53400189,2307467,1,15,2307467,Biobío
CLI-00619,40,9427643,684232,11,8,62202,Metropolitana
CLI-00620,38,47323897,1894714,39,13,48582,Biobío
CLI-00621,44,21699337,1430299,10,17,143029,Antofagasta
CLI-00622,21,13612429,662732,4,77,165683,Metropolitana
CLI-00623,28,8660476,586575,16,5,36660,Valparaíso
CLI-00624,41,10646602,603498,1,6,603498,Metropolitana
CLI-00625,24,19824682,1371712,3,11,457237,Antofagasta
CLI-00626,23,26831654,1298652,2,5,649326,Metropolitana
CLI-00627,18,49244522,3175732,10,22,317573,Valparaíso
CLI-00628,18,21584623,1468006,1,22,1468006,Metropolitana
CLI-00629,30,27613522,1550322,4,31,387580,Antofagasta
CLI-00630,18,18457140,1756871,2,11,878435,Biobío
CLI-00631,36,67946193,2536775,18,24,140931,Metropolitana
CLI-00632,18,28286837,1018681,15,43,67912,Biobío
CLI-00633,40,25030936,1512692,25,6,60507,Valparaíso
CLI-00634,46,11006769,849510,1,67,849510,Antofagasta
CLI-00635,36,20751785,1605974,5,4,321194,Metropolitana
CLI-00636,18,6741323,508350,14,9,36310,Biobío
CLI-00637,32,99421007,3714673,28,30,132666,Antofagasta
CLI-00638,20,33417436,1667156,2,26,833578,Valparaíso
CLI-00639,43,32620438,2251026,1,5,2251026,Valparaíso
CLI-00640,24,25670992,1786415,4,10,446603,Araucanía
CLI-00641,48,47090387,2342592,3,38,780864,Antofagasta
CLI-00642,40,9282363,659280,28,37,23545,Metropolitana
CLI-00643,26,13997249,900928,1,23,900928,Araucanía
CLI-00644,25,68314398,4516182,4,13,1129045,Valparaíso
CLI-00645,45,5596476,487951,5,17,97590,Metropolitana
CLI-00646,35,28042112,2209653,11,50,200877,Metropolitana
CLI-00647,32,29375633,1467165,3,22,489055,Metropolitana
CLI-00648,49,83542699,6797528,7,14,971075,Antofagasta
CLI-00649,32,4415366,281858,4,38,70464,Antofagasta
CLI-00650,19,13059762,809490,6,19,134915,Araucanía
CLI-00651,32,30756981,1248645,2,4,624322,Metropolitana
CLI-00652,28,51123031,2913235,3,5,971078,Araucanía
CLI-00653,40,52084529,1767826,10,16,176782,Biobío
CLI-00654,18,23567204,2220401,6,16,370066,Valparaíso
CLI-00655,36,10344795,622525,1,14,622525,Araucanía
CLI-00656,46,56767204,1663193,15,50,110879,Metropolitana
CLI-00657,36,11683579,403918,25,4,16156,Araucanía
CLI-00658,27,18881208,1402307,18,13,77905,Metropolitana
CLI-00659,31,84575314,2780321,10,14,278032,Antofagasta
CLI-00660,30,25048510,2544996,23,30,110652,Valparaíso
CLI-00661,21,51092108,2294751,5,23,458950,Metropolitana
CLI-00662,19,18170223,957442,9,12,106382,Antofagasta
CLI-00663,51,19028724,734956,8,25,91869,Antofagasta
CLI-00664,40,42815084,2399253,10,29,239925,Valparaíso
CLI-00665,34,37927760,2405858,4,29,601464,Araucanía
CLI-00666,28,26958467,989908,25,61,39596,Biobío
CLI-00667,37,51984832,3769473,8,48,471184,Valparaíso
CLI-00668,44,24619773,1045448,7,6,149349,Araucanía
CLI-00669,43,9154087,366676,50,19,7333,Metropolitana
CLI-00670,26,19120057,1114469,10,14,111446,Biobío
CLI-00671,25,62815580,2460236,1,23,2460236,Valparaíso
CLI-00672,34,17553752,1241530,16,15,77595,Metropolitana
CLI-00673,27,9382005,657305,9,10,73033,Metropolitana
CLI-00674,40,35866654,2075826,4,10,518956,Metropolitana
CLI-00675,38,40151372,1413904,1,5,1413904,Metropolitana
CLI-00676,37,44665226,1662302,1,8,1662302,Valparaíso
CLI-00677,26,77821269,4101585,6,19,683597,Metropolitana
CLI-00678,27,62714996,3403643,2,32,1701821,Metropolitana
CLI-00679,44,28160130,863517,1,9,863517,Metropolitana
CLI-00680,32,71870549,3018228,2,4,1509114,Metropolitana
CLI-00681,56,18429333,1959029,7,10,279861,Biobío
CLI-00682,34,14138047,553137,21,3,26339,Metropolitana
CLI-00683,24,7453128,586034,2,5,293017,Araucanía
CLI-00684,44,43712957,1528140,2,29,764070,Biobío
CLI-00685,22,16993504,688791,2,80,344395,Metropolitana
CLI-00686,49,22018126,911398,2,10,455699,Antofagasta
CLI-00687,21,42168407,1900546,1,11,1900546,Araucanía
CLI-00688,38,34472102,3065709,6,9,510951,Metropolitana
CLI-00689,48,87852115,7081574,17,49,416563,Metropolitana
CLI-00690,24,29500724,870753,7,17,124393,Araucanía
CLI-00691,51,41506700,2187323,2,6,1093661,Biobío
CLI-00692,20,27171294,1354249,11,99,123113,Antofagasta
CLI-00693,40,38031462,2113066,11,4,192096,Metropolitana
CLI-00694,38,15406137,1185617,10,22,118561,Biobío
CLI-00695,26,25474592,777627,24,8,32401,Biobío
CLI-00696,36,55982498,2441571,1,47,2441571,Biobío
CLI-00697,32,31341214,1399875,3,11,466625,Antofagasta
CLI-00698,33,20323672,1057773,5,6,211554,Antofagasta
CLI-00699,37,68777261,2128673,1,22,2128673,Metropolitana
CLI-00700,30,123330473,6596472,18,3,366470,Antofagasta
CLI-00701,24,33933166,2584195,15,43,172279,Biobío
CLI-00702,31,3385900,332863,8,8,41607,Metropolitana
CLI-00703,36,23798457,2017595,10,19,201759,Valparaíso
CLI-00704,33,27912908,1084909,7,29,154987,Metropolitana
CLI-00705,26,67569318,2036770,1,16,2036770,Araucanía
CLI-00706,39,143294482,6264636,9,27,696070,Araucanía
CLI-00707,25,33939834,1876584,2,62,938292,Metropolitana
CLI-00708,40,18978950,781468,8,44,97683,Antofagasta
CLI-00709,31,14003473,714223,3,60,238074,Antofagasta
CLI-00710,42,17511222,1643473,3,7,547824,Metropolitana
CLI-00711,32,4346751,336146,1,12,336146,Metropolitana
CLI-00712,55,136890252,5690418,4,27,1422604,Metropolitana
CLI-00713,37,8772178,806798,1,7,806798,Metropolitana
CLI-00714,35,20476727,775993,1,42,775993,Araucanía
CLI-00715,43,86752661,2727156,1,52,2727156,Antofagasta
CLI-00716,42,14517393,836601,1,102,836601,Araucanía
CLI-00717,51,30037256,1687391,9,53,187487,Metropolitana
CLI-00718,56,52209079,2349935,4,4,587483,Valparaíso
CLI-00719,44,81986259,7546459,11,12,686041,Metropolitana
CLI-00720,40,14090593,648193,3,33,216064,Biobío
CLI-00721,19,27766843,1209363,30,41,40312,Valparaíso
CLI-00722,55,32671155,1423129,12,8,118594,Antofagasta
CLI-00723,32,38332125,1815219,5,5,363043,Metropolitana
CLI-00724,37,25749712,1454695,17,22,85570,Metropolitana
CLI-00725,29,45731408,3046515,27,13,112833,Metropolitana
CLI-00726,45,21598061,751059,21,34,35764,Araucanía
CLI-00727,18,49143187,1818062,8,39,227257,Biobío
CLI-00728,32,74974024,3698731,3,18,1232910,Antofagasta
CLI-00729,52,9372191,466720,14,24,33337,Antofagasta
CLI-00730,51,35196569,1262510,3,22,420836,Araucanía
CLI-00731,46,17152506,540917,3,120,180305,Antofagasta
CLI-00732,38,13127751,1364705,2,25,682352,Metropolitana
CLI-00733,30,55506200,3197075,3,33,1065691,Metropolitana
CLI-00734,39,25363878,1162640,8,30,145330,Valparaíso
CLI-00735,22,38100113,1516331,6,12,252721,Valparaíso
CLI-00736,46,16528717,1396281,3,42,465427,Metropolitana
CLI-00737,35,75355513,5594705,2,36,2797352,Metropolitana
CLI-00738,38,54890594,1814426,1,20,1814426,Metropolitana
CLI-00739,38,70258102,3031384,12,51,252615,Metropolitana
CLI-00740,34,71254170,2839895,15,10,189326,Antofagasta
CLI-00741,49,38684822,2230936,10,65,223093,Valparaíso
CLI-00742,18,19784657,708997,33,13,21484,Valparaíso
CLI-00743,28,49740397,1996187,36,39,55449,Biobío
CLI-00744,32,13200294,739251,4,22,184812,Araucanía
CLI-00745,34,16786809,673918,26,23,25919,Valparaíso
CLI-00746,32,88301287,4673818,9,4,519313,Biobío
CLI-00747,61,20828755,786756,1,60,786756,Valparaíso
CLI-00748,65,39725582,2225204,1,40,2225204,Metropolitana
CLI-00749,31,18003914,1320567,2,61,660283,Metropolitana
CLI-00750,46,70049844,3806515,20,42,190325,Valparaíso
CLI-00751,34,29666322,2043374,6,53,340562,Antofagasta
CLI-00752,25,16066705,1435543,6,23,239257,Metropolitana
CLI-00753,43,43891766,1977144,2,36,988572,Biobío
CLI-00754,38,45918993,2186729,7,34,312389,Metropolitana
CLI-00755,39,39775482,1708825,3,23,569608,Biobío
CLI-00756,32,12359622,975389,1,21,975389,Metropolitana
CLI-00757,41,74655802,3999910,7,39,571415,Araucanía
CLI-00758,54,49353813,2347476,7,6,335353,Metropolitana
CLI-00759,28,12278092,1188387,2,14,594193,Valparaíso
CLI-00760,29,29152552,2061179,4,3,515294,Metropolitana
CLI-00761,34,24395111,829640,18,40,46091,Araucanía
CLI-00762,29,17667935,689554,1,68,689554,Metropolitana
CLI-00763,32,33895784,2769471,15,21,184631,Biobío
CLI-00764,34,8930008,712055,13,5,54773,Metropolitana
CLI-00765,22,23434488,1067881,1,47,1067881,Biobío
CLI-00766,48,43857883,3918441,4,10,979610,Metropolitana
CLI-00767,51,31559400,1025226,4,4,256306,Metropolitana
CLI-00768,32,27079330,1107280,4,4,276820,Biobío
CLI-00769,30,20414685,1548746,29,18,53405,Valparaíso
CLI-00770,39,18270047,1344238,43,14,31261,Araucanía
CLI-00771,24,28952922,1145029,11,38,104093,Valparaíso
CLI-00772,29,13472752,685237,12,46,57103,Metropolitana
CLI-00773,50,49986126,3807708,1,5,3807708,Metropolitana
CLI-00774,38,16254587,1545507,19,10,81342,Metropolitana
CLI-00775,38,25277191,1813287,10,37,181328,Metropolitana
CLI-00776,31,56259774,5042583,3,56,1680861,Valparaíso
CLI-00777,19,64816024,3327776,3,45,1109258,Antofagasta
CLI-00778,33,12761556,1114916,10,23,111491,Metropolitana
CLI-00779,43,15785431,671572,6,27,111928,Metropolitana
CLI-00780,32,10453842,885523,17,19,52089,Biobío
CLI-00781,26,26121516,1288654,6,11,214775,Metropolitana
CLI-00782,37,28290422,921256,5,19,184251,Araucanía
CLI-00783,36,33055292,1727312,49,4,35251,Biobío
CLI-00784,38,24688715,1268065,12,16,105672,Metropolitana
CLI-00785,38,138442050,5518696,2,120,2759348,Biobío
CLI-00786,51,69350375,2726576,24,27,113607,Metropolitana
CLI-00787,29,28064377,1489107,13,3,114546,Metropolitana
CLI-00788,37,9000394,398642,1,28,398642,Valparaíso
CLI-00789,44,18392965,1528673,6,22,254778,Metropolitana
CLI-00790,33,42548119,2397082,3,4,799027,Metropolitana
CLI-00791,28,40756653,1601219,1,9,1601219,Valparaíso
CLI-00792,42,37664934,1865994,1,11,1865994,Valparaíso
CLI-00793,28,15255897,647717,24,32,26988,Metropolitana
CLI-00794,28,35935781,1286929,17,9,75701,Valparaíso
CLI-00795,34,69954958,2869507,7,18,409929,Araucanía
CLI-00796,48,39186293,1489249,21,10,70916,Metropolitana
CLI-00797,47,11156959,628507,10,44,62850,Valparaíso
CLI-00798,35,108211714,3521885,22,40,160085,Biobío
CLI-00799,35,32754699,1215018,12,15,101251,Araucanía
CLI-00800,48,63773871,2352587,18,5,130699,Valparaíso
CLI-00801,42,18330190,1487763,4,89,371940,Metropolitana
CLI-00802,45,12040700,824097,11,11,74917,Valparaíso
CLI-00803,54,57486326,3420793,2,52,1710396,Antofagasta
CLI-00804,38,19231489,887418,19,6,46706,Metropolitana
CLI-00805,40,69835610,3642333,7,19,520333,Biobío
CLI-00806,39,91417549,2649496,1,8,2649496,Biobío
CLI-00807,32,65090007,4178699,1,35,4178699,Antofagasta
CLI-00808,18,15847261,1014622,12,5,84551,Antofagasta
CLI-00809,56,60566405,2132327,4,25,533081,Biobío
CLI-00810,32,15004342,543595,24,31,22649,Antofagasta
CLI-00811,31,20132331,872624,6,5,145437,Valparaíso
CLI-00812,44,86406726,3159679,11,15,287243,Araucanía
CLI-00813,23,76609688,5051551,2,53,2525775,Metropolitana
CLI-00814,29,22180108,881838,13,27,67833,Valparaíso
CLI-00815,38,21871436,1054575,1,16,1054575,Metropolitana
CLI-00816,27,11358961,555442,3,31,185147,Metropolitana
CLI-00817,43,26314263,1783310,9,103,198145,Metropolitana
CLI-00818,54,18552573,1654634,6,44,275772,Valparaíso
CLI-00819,27,47217964,1984931,1,35,1984931,Metropolitana
CLI-00820,29,11325169,791085,19,14,41636,Valparaíso
CLI-00821,30,48016717,1726375,22,5,78471,Valparaíso
CLI-00822,49,64118180,3059322,2,5,1529661,Biobío
CLI-00823,31,25017771,1722846,14,14,123060,Biobío
CLI-00824,26,29213217,1806230,8,16,225778,Valparaíso
CLI-00825,45,17329922,1257636,2,15,628818,Valparaíso
CLI-00826,28,14480782,659579,7,16,94225,Metropolitana
CLI-00827,36,25245516,1569965,4,47,392491,Metropolitana
CLI-00828,49,10505898,707672,8,37,88459,Metropolitana
CLI-00829,31,35700893,1891655,4,34,472913,Araucanía
CLI-00830,18,54452846,1720057,5,14,344011,Biobío
CLI-00831,21,43660757,4140125,3,25,1380041,Metropolitana
CLI-00832,25,19250643,1745337,8,17,218167,Antofagasta
CLI-00833,36,22545541,1865390,1,21,1865390,Metropolitana
CLI-00834,47,33788332,2047073,6,13,341178,Biobío
CLI-00835,45,53932895,5666720,12,40,472226,Biobío
