cliente_id,edad,meses_cliente,gasto_mensual_promedio,frecuencia_compra_mensual,tickets_soporte,categoria_preferida,region,ultima_compra_dias,se_queda
CLI-00341,28,71,115900,0.29,0,ThinkPad Business,Metropolitana,100,1
CLI-00342,21,19,141347,0.92,2,Laptops Compactas,Metropolitana,20,1
CLI-00343,36,22,114328,0.38,0,Laptops Vintage,Antofagasta,8,0
CLI-00344,38,16,70153,0.22,0,Laptops Vintage,Metropolitana,26,1
CLI-00345,48,31,264480,6.09,0,Laptops Vintage,Biobío,28,1
CLI-00346,34,25,132247,0.47,1,Laptops Compactas,Metropolitana,28,1
CLI-00347,35,17,102022,0.36,0,Laptops Compactas,Valparaíso,58,0
CLI-00348,47,21,58956,1.35,0,ThinkPad Business,Metropolitana,1,1
CLI-00349,30,55,383842,0.14,0,Tarjetas Gráficas,Valparaíso,53,1
CLI-00350,49,19,119389,1.22,2,Tarjetas Gráficas,Metropolitana,46,0
CLI-00351,22,52,181770,1.28,0,Mini PCs / SBC,Metropolitana,63,1
CLI-00352,38,34,67562,5.82,2,ThinkPad Business,Metropolitana,1,1
CLI-00353,41,3,183017,0.79,1,ThinkPad Business,Biobío,84,1
CLI-00354,27,120,106786,1.15,0,ThinkPad Business,Metropolitana,129,0
CLI-00355,40,35,96678,0.11,0,Mini PCs / SBC,Antofagasta,42,1
CLI-00356,18,35,148746,2.33,0,ThinkPad Business,Araucanía,48,1
CLI-00357,34,10,68433,0.1,0,Laptops Vintage,Metropolitana,8,1
CLI-00358,28,29,78051,1.08,1,Laptops Compactas,Metropolitana,15,1
CLI-00359,24,24,86357,0.1,0,Tarjetas Gráficas,Metropolitana,3,1
CLI-00360,24,8,69921,1.47,1,Laptops Compactas,Antofagasta,1,1
CLI-00361,34,82,174946,0.32,1,Laptops Vintage,Araucanía,148,1
CLI-00362,19,32,48505,1.46,1,Mini PCs / SBC,Araucanía,4,1
CLI-00363,18,11,201909,2.35,3,Laptops Vintage,Metropolitana,4,1
CLI-00364,46,12,256603,0.47,0,Tarjetas Gráficas,Antofagasta,26,1
CLI-00365,37,20,143306,1.11,1,Laptops Compactas,Araucanía,62,1
CLI-00366,28,20,182519,0.1,0,Tarjetas Gráficas,Biobío,39,1
CLI-00367,42,41,298246,0.4,0,Laptops Compactas,Metropolitana,13,1
CLI-00368,42,7,157982,1.95,2,ThinkPad Business,Valparaíso,31,1
CLI-00369,42,86,144328,0.51,2,Tarjetas Gráficas,Metropolitana,81,0
CLI-00370,24,53,164364,0.43,1,Mini PCs / SBC,Antofagasta,1,1
CLI-00371,30,10,98872,0.52,0,Mini PCs / SBC,Antofagasta,25,1
CLI-00372,32,5,306188,0.29,1,Mini PCs / SBC,Antofagasta,8,1
CLI-00373,27,27,257077,0.89,1,Tarjetas Gráficas,Metropolitana,87,1
CLI-00374,23,13,81239,0.63,0,Tarjetas Gráficas,Biobío,12,1
CLI-00375,27,11,94016,0.5,1,Mini PCs / SBC,Metropolitana,2,0
CLI-00376,37,4,77871,0.47,3,Tarjetas Gráficas,Araucanía,68,0
CLI-00377,42,32,56933,0.72,1,Mini PCs / SBC,Antofagasta,34,0
CLI-00378,39,5,144127,0.54,0,Mini PCs / SBC,Metropolitana,84,1
CLI-00379,29,28,129444,0.15,0,Laptops Compactas,Metropolitana,47,0
CLI-00380,32,13,93484,1.35,0,Laptops Vintage,Araucanía,15,0
CLI-00381,40,22,154785,0.19,2,Tarjetas Gráficas,Biobío,62,0
CLI-00382,57,46,89830,0.1,0,Mini PCs / SBC,Metropolitana,22,1
CLI-00383,47,18,317518,0.1,0,ThinkPad Business,Metropolitana,33,1
CLI-00384,28,6,74741,0.89,0,Laptops Vintage,Antofagasta,7,0
CLI-00385,37,3,88979,1.04,1,Tarjetas Gráficas,Valparaíso,5,1
CLI-00386,27,4,83558,0.26,0,ThinkPad Business,Valparaíso,18,1
CLI-00387,29,30,97925,0.1,1,ThinkPad Business,Biobío,113,0
CLI-00388,32,26,54131,0.1,0,Tarjetas Gráficas,Valparaíso,16,1
CLI-00389,18,5,42669,0.17,1,Laptops Vintage,Biobío,97,0
CLI-00390,32,49,213155,0.29,2,Laptops Compactas,Metropolitana,63,1
CLI-00391,55,5,253748,0.82,1,Tarjetas Gráficas,Antofagasta,70,1
CLI-00392,34,18,59555,4.32,0,ThinkPad Business,Metropolitana,13,1
CLI-00393,42,14,28015,0.41,2,ThinkPad Business,Metropolitana,35,1
CLI-00394,28,18,158875,1.99,0,Laptops Vintage,Araucanía,12,1
CLI-00395,30,82,270767,2.93,0,Laptops Vintage,Biobío,42,1
CLI-00396,24,13,79965,1.5,0,Mini PCs / SBC,Valparaíso,20,1
CLI-00397,43,7,116118,0.23,2,Laptops Vintage,Metropolitana,55,0
CLI-00398,36,13,371780,0.53,3,Laptops Vintage,Metropolitana,38,1
CLI-00399,47,13,260123,1.85,1,Tarjetas Gráficas,Antofagasta,71,0
CLI-00400,33,8,356158,0.16,2,ThinkPad Business,Metropolitana,8,1
CLI-00401,23,34,31424,0.4,1,Laptops Vintage,Biobío,16,0
CLI-00402,37,40,90495,0.1,0,ThinkPad Business,Metropolitana,8,1
CLI-00403,31,67,151596,0.1,0,Mini PCs / SBC,Antofagasta,3,1
CLI-00404,32,3,44800,1.41,0,Tarjetas Gráficas,Araucanía,17,1
CLI-00405,41,7,54701,0.1,0,Laptops Vintage,Antofagasta,191,0
CLI-00406,28,3,268455,0.1,2,Laptops Vintage,Biobío,14,0
CLI-00407,34,14,135175,0.99,1,Laptops Compactas,Biobío,15,1
CLI-00408,18,9,30388,0.24,1,Mini PCs / SBC,Metropolitana,54,0
CLI-00409,33,13,198280,0.61,0,Laptops Compactas,Araucanía,4,1
CLI-00410,40,32,80059,1.68,1,Laptops Compactas,Metropolitana,20,1
CLI-00411,34,76,77764,0.54,3,Mini PCs / SBC,Metropolitana,4,1
CLI-00412,18,35,173478,0.83,2,Tarjetas Gráficas,Valparaíso,43,1
CLI-00413,37,59,394484,0.45,3,Laptops Compactas,Metropolitana,11,1
CLI-00414,30,44,113477,0.1,1,Laptops Vintage,Valparaíso,88,1
CLI-00415,34,4,224051,4.37,0,Laptops Compactas,Metropolitana,46,1
CLI-00416,32,20,414589,1.13,0,ThinkPad Business,Metropolitana,41,1
CLI-00417,49,25,109591,0.65,0,Mini PCs / SBC,Biobío,9,1
CLI-00418,32,9,233303,0.43,2,Mini PCs / SBC,Biobío,87,0
CLI-00419,28,20,38540,1.04,1,ThinkPad Business,Metropolitana,33,0
CLI-00420,37,12,35342,0.19,1,ThinkPad Business,Metropolitana,182,0
CLI-00421,24,47,132548,0.61,0,Tarjetas Gráficas,Metropolitana,44,1
CLI-00422,19,44,120589,0.69,1,Mini PCs / SBC,Metropolitana,9,1
CLI-00423,26,7,99982,0.57,1,ThinkPad Business,Metropolitana,8,1
CLI-00424,36,15,211285,0.69,0,Laptops Vintage,Antofagasta,49,1
CLI-00425,49,23,53089,0.9,0,Tarjetas Gráficas,Valparaíso,50,1
CLI-00426,43,4,210199,0.45,0,Tarjetas Gráficas,Metropolitana,2,1
CLI-00427,38,15,36650,0.33,1,Laptops Vintage,Metropolitana,7,1
CLI-00428,36,3,118863,1.27,1,Laptops Vintage,Valparaíso,28,0
CLI-00429,48,49,82365,1.03,1,Laptops Vintage,Metropolitana,27,1
CLI-00430,25,36,247709,0.76,2,Laptops Vintage,Araucanía,27,1
CLI-00431,29,22,176158,0.95,0,Mini PCs / SBC,Metropolitana,87,1
CLI-00432,47,41,60695,0.16,0,Mini PCs / SBC,Metropolitana,65,1
CLI-00433,28,10,196473,0.25,2,Laptops Vintage,Metropolitana,41,1
CLI-00434,21,118,151925,0.24,2,ThinkPad Business,Valparaíso,35,1
CLI-00435,36,36,66903,0.59,1,Laptops Vintage,Metropolitana,6,1
CLI-00436,45,112,76145,0.95,0,Tarjetas Gráficas,Valparaíso,38,1
CLI-00437,40,16,378691,1.12,1,Tarjetas Gráficas,Metropolitana,122,1
CLI-00438,44,12,43316,1.21,0,Laptops Vintage,Araucanía,210,0
CLI-00439,34,24,225905,0.1,0,Tarjetas Gráficas,Metropolitana,10,1
CLI-00440,23,12,215423,0.4,1,Laptops Compactas,Araucanía,3,1
CLI-00441,43,29,284490,0.26,1,Tarjetas Gráficas,Araucanía,57,1
CLI-00442,26,58,121995,0.37,1,Tarjetas Gráficas,Biobío,4,1
CLI-00443,25,3,37556,0.16,3,ThinkPad Business,Metropolitana,62,0
CLI-00444,28,25,24677,0.57,1,Tarjetas Gráficas,Araucanía,3,1
CLI-00445,32,12,93667,0.55,1,Laptops Compactas,Valparaíso,16,0
CLI-00446,39,14,101922,0.1,2,Tarjetas Gráficas,Biobío,96,0
CLI-00447,23,11,70570,1.19,1,ThinkPad Business,Biobío,20,1
CLI-00448,36,71,334378,0.64,0,Laptops Compactas,Araucanía,146,1
CLI-00449,43,46,511584,2.79,0,Mini PCs / SBC,Metropolitana,82,1
CLI-00450,32,8,23390,1.07,1,Laptops Vintage,Antofagasta,41,0
CLI-00451,18,11,62612,1.15,1,Laptops Vintage,Metropolitana,35,0
CLI-00452,52,8,56615,0.29,0,Laptops Compactas,Valparaíso,59,0
CLI-00453,38,7,188429,0.59,4,Laptops Compactas,Metropolitana,12,1
CLI-00454,32,3,65796,0.75,2,Tarjetas Gráficas,Metropolitana,8,0
CLI-00455,30,7,245972,0.51,1,ThinkPad Business,Valparaíso,63,1
CLI-00456,41,41,92455,1.71,0,Laptops Vintage,Metropolitana,48,1
CLI-00457,25,70,225922,2.13,0,Tarjetas Gráficas,Valparaíso,43,1
CLI-00458,20,91,155650,0.52,2,Tarjetas Gráficas,Biobío,26,1
CLI-00459,44,15,32825,0.1,1,Laptops Compactas,Metropolitana,51,1
CLI-00460,48,6,72710,0.45,0,ThinkPad Business,Araucanía,114,0
CLI-00461,32,13,94993,0.12,0,Tarjetas Gráficas,Valparaíso,1,1
CLI-00462,20,32,48341,1.01,1,Laptops Vintage,Valparaíso,33,1
CLI-00463,42,48,140700,0.91,2,Laptops Compactas,Araucanía,153,1
CLI-00464,31,32,83576,0.39,1,Laptops Vintage,Metropolitana,165,0
CLI-00465,26,11,44317,1.52,0,ThinkPad Business,Araucanía,26,1
CLI-00466,33,4,70807,0.91,0,Laptops Compactas,Araucanía,31,1
CLI-00467,53,8,600000,1.6,1,Mini PCs / SBC,Valparaíso,24,1
CLI-00468,34,47,102015,0.43,2,Laptops Compactas,Valparaíso,26,1
CLI-00469,46,13,72164,0.27,0,Mini PCs / SBC,Biobío,92,1
CLI-00470,47,28,117205,0.47,0,Laptops Compactas,Araucanía,37,0
CLI-00471,27,4,98218,0.81,1,Laptops Compactas,Valparaíso,79,1
CLI-00472,40,25,179766,0.73,0,Laptops Vintage,Metropolitana,21,1
CLI-00473,54,43,125556,0.31,1,Tarjetas Gráficas,Valparaíso,46,1
CLI-00474,41,19,39452,0.52,2,Laptops Vintage,Valparaíso,43,1
CLI-00475,41,119,149113,0.47,1,ThinkPad Business,Biobío,89,1
CLI-00476,36,20,134147,1.17,0,Mini PCs / SBC,Antofagasta,164,1
CLI-00477,18,95,119651,0.1,1,Laptops Compactas,Biobío,35,1
CLI-00478,18,8,171227,0.4,0,Tarjetas Gráficas,Biobío,55,0
CLI-00479,29,38,313119,0.41,2,Mini PCs / SBC,Antofagasta,46,1
CLI-00480,18,10,102249,0.28,0,ThinkPad Business,Metropolitana,3,1
CLI-00481,28,5,149680,0.33,1,Tarjetas Gráficas,Metropolitana,5,0
CLI-00482,44,66,43590,1.39,1,ThinkPad Business,Araucanía,6,1
CLI-00483,21,49,116888,0.1,0,ThinkPad Business,Biobío,18,1
CLI-00484,19,40,60844,2.52,1,Tarjetas Gráficas,Biobío,10,1
CLI-00485,42,4,272553,0.51,0,Mini PCs / SBC,Metropolitana,67,1
CLI-00486,23,6,69503,0.24,2,Mini PCs / SBC,Biobío,17,1
CLI-00487,48,17,203558,0.29,2,Laptops Compactas,Metropolitana,12,1
CLI-00488,41,112,87052,0.36,0,Mini PCs / SBC,Metropolitana,21,1
CLI-00489,38,3,169040,0.73,0,Mini PCs / SBC,Araucanía,41,0
CLI-00490,38,120,97604,0.24,0,Laptops Compactas,Metropolitana,156,1
CLI-00491,33,13,188865,0.19,0,Laptops Vintage,Araucanía,6,1
CLI-00492,41,5,70611,0.43,1,Laptops Compactas,Metropolitana,1,1
CLI-00493,45,60,119430,0.2,0,Laptops Compactas,Metropolitana,10,1
CLI-00494,32,22,600000,1.3,2,Tarjetas Gráficas,Antofagasta,8,1
CLI-00495,45,20,156806,0.62,0,Laptops Compactas,Metropolitana,17,1
CLI-00496,46,3,104801,2.68,0,Mini PCs / SBC,Metropolitana,1,1
CLI-00497,40,20,125106,2.13,0,Laptops Vintage,Metropolitana,127,0
CLI-00498,45,29,238143,1.28,1,Mini PCs / SBC,Metropolitana,10,1
CLI-00499,44,3,55779,0.45,1,Laptops Vintage,Araucanía,203,0
CLI-00500,46,20,228216,0.69,0,Tarjetas Gráficas,Valparaíso,2,1
CLI-00501,36,62,105580,0.69,1,Laptops Compactas,Metropolitana,48,0
CLI-00502,28,26,362086,1.18,1,Laptops Compactas,Metropolitana,94,1
CLI-00503,34,16,206176,0.5,1,Laptops Vintage,Metropolitana,32,1
CLI-00504,58,72,126657,0.1,1,Laptops Vintage,Araucanía,16,0
CLI-00505,28,67,242186,0.1,0,ThinkPad Business,Antofagasta,48,1
CLI-00506,34,44,110145,0.1,1,Tarjetas Gráficas,Metropolitana,9,1
CLI-00507,49,18,194902,0.79,0,Laptops Vintage,Metropolitana,2,1
CLI-00508,35,52,91094,0.65,0,Mini PCs / SBC,Metropolitana,1,1
CLI-00509,18,25,408249,0.78,2,Mini PCs / SBC,Araucanía,30,1
CLI-00510,35,32,140698,0.98,1,Mini PCs / SBC,Metropolitana,91,0
CLI-00511,24,7,600000,0.16,3,Laptops Vintage,Araucanía,174,1
CLI-00512,21,13,123582,1.03,0,Mini PCs / SBC,Araucanía,6,1
CLI-00513,40,27,119313,0.34,0,Laptops Compactas,Metropolitana,5,0
CLI-00514,34,58,228488,0.15,0,ThinkPad Business,Metropolitana,8,1
CLI-00515,30,11,169793,1.45,1,Tarjetas Gráficas,Metropolitana,49,1
CLI-00516,52,8,94425,2.49,2,Laptops Vintage,Valparaíso,11,1
CLI-00517,36,90,108986,0.1,0,ThinkPad Business,Biobío,76,1
CLI-00518,18,57,86781,0.84,0,Mini PCs / SBC,Araucanía,36,1
CLI-00519,32,13,192965,3.63,1,ThinkPad Business,Valparaíso,6,1
CLI-00520,38,15,123832,0.54,1,Mini PCs / SBC,Metropolitana,10,1
CLI-00521,47,9,158938,0.54,1,Laptops Vintage,Metropolitana,1,1
CLI-00522,25,25,51086,1.26,3,Mini PCs / SBC,Metropolitana,100,0
CLI-00523,35,3,600000,1.36,0,ThinkPad Business,Metropolitana,64,1
CLI-00524,24,34,600000,0.43,1,Laptops Compactas,Araucanía,9,1
CLI-00525,35,8,325495,0.62,1,Laptops Vintage,Biobío,31,1
CLI-00526,28,18,439489,0.97,0,ThinkPad Business,Metropolitana,150,1
CLI-00527,37,11,54508,1.48,1,Tarjetas Gráficas,Metropolitana,74,0
CLI-00528,36,33,96113,0.24,1,Tarjetas Gráficas,Metropolitana,17,1
CLI-00529,46,13,120044,0.1,0,Mini PCs / SBC,Valparaíso,13,1
CLI-00530,42,61,99009,0.18,2,ThinkPad Business,Metropolitana,118,0
CLI-00531,39,25,248750,2.12,1,Laptops Compactas,Metropolitana,31,1
CLI-00532,18,108,97006,0.83,1,ThinkPad Business,Metropolitana,1,1
CLI-00533,37,24,278380,1.02,0,Tarjetas Gráficas,Araucanía,183,0
CLI-00534,39,30,80638,0.64,1,Tarjetas Gráficas,Araucanía,7,1
CLI-00535,44,21,94348,0.5,0,Tarjetas Gráficas,Metropolitana,31,0
CLI-00536,32,22,46587,1.05,0,Laptops Vintage,Biobío,69,1
CLI-00537,31,25,182481,0.17,2,ThinkPad Business,Metropolitana,33,1
CLI-00538,49,9,102349,1.0,0,ThinkPad Business,Metropolitana,25,0
CLI-00539,40,40,235442,0.44,1,Laptops Compactas,Metropolitana,43,1
CLI-00540,36,41,105780,0.44,3,Laptops Vintage,Metropolitana,1,1
CLI-00541,18,27,57724,0.5,0,Laptops Vintage,Biobío,15,1
CLI-00542,42,120,205411,0.53,1,ThinkPad Business,Metropolitana,49,1
CLI-00543,45,41,15000,1.09,1,Laptops Compactas,Metropolitana,71,0
CLI-00544,45,7,83489,0.78,0,Laptops Vintage,Biobío,49,1
CLI-00545,27,120,39371,0.26,0,Laptops Compactas,Valparaíso,63,1
CLI-00546,36,44,43773,0.1,0,ThinkPad Business,Antofagasta,41,0
CLI-00547,27,9,124999,0.16,0,ThinkPad Business,Metropolitana,1,1
CLI-00548,19,42,129722,0.26,2,ThinkPad Business,Metropolitana,51,1
CLI-00549,36,4,309960,1.66,1,ThinkPad Business,Metropolitana,58,1
CLI-00550,43,22,182850,0.44,0,ThinkPad Business,Valparaíso,28,1
CLI-00551,27,4,600000,0.28,1,ThinkPad Business,Metropolitana,60,1
CLI-00552,22,25,153401,0.76,0,Mini PCs / SBC,Metropolitana,44,1
CLI-00553,27,5,182366,1.58,0,Laptops Vintage,Antofagasta,5,0
CLI-00554,30,7,108755,2.55,3,Laptops Vintage,Metropolitana,1,1
CLI-00555,59,40,113820,0.2,0,Tarjetas Gráficas,Valparaíso,33,1
CLI-00556,40,74,117411,0.34,0,Tarjetas Gráficas,Araucanía,18,0
CLI-00557,45,4,132225,0.71,0,Mini PCs / SBC,Biobío,8,1
CLI-00558,25,28,124948,3.04,0,Mini PCs / SBC,Metropolitana,44,1
CLI-00559,42,15,83470,1.28,1,Mini PCs / SBC,Biobío,19,0
CLI-00560,46,29,243289,1.3,0,Tarjetas Gráficas,Biobío,45,1
CLI-00561,36,14,217181,2.53,0,Laptops Compactas,Metropolitana,20,1
CLI-00562,37,11,34023,0.78,0,Laptops Vintage,Valparaíso,18,1
CLI-00563,39,13,274041,1.22,3,Laptops Vintage,Biobío,75,0
CLI-00564,56,27,64308,0.1,0,Laptops Compactas,Biobío,3,1
CLI-00565,40,12,132086,0.89,0,Tarjetas Gráficas,Biobío,25,1
CLI-00566,42,7,217975,0.5,2,ThinkPad Business,Metropolitana,9,1
CLI-00567,18,11,278339,0.53,1,Tarjetas Gráficas,Biobío,30,1
CLI-00568,23,12,79902,2.05,0,ThinkPad Business,Biobío,95,1
CLI-00569,31,5,208285,0.22,1,ThinkPad Business,Metropolitana,4,1
CLI-00570,50,33,240216,0.1,0,Tarjetas Gráficas,Biobío,58,1
CLI-00571,32,4,178595,0.21,1,Laptops Vintage,Biobío,40,1
CLI-00572,26,7,67487,0.8,1,ThinkPad Business,Metropolitana,80,0
CLI-00573,37,9,207357,0.52,2,Laptops Vintage,Biobío,15,0
CLI-00574,38,5,41081,0.1,1,Laptops Compactas,Metropolitana,10,0
CLI-00575,42,41,112707,0.1,1,Tarjetas Gráficas,Araucanía,91,1
CLI-00576,28,8,290172,0.35,0,Laptops Vintage,Biobío,13,1
CLI-00577,39,4,374012,2.83,0,ThinkPad Business,Biobío,43,1
CLI-00578,28,37,59104,0.31,2,Tarjetas Gráficas,Metropolitana,12,0
CLI-00579,47,29,246252,0.64,1,ThinkPad Business,Araucanía,105,1
CLI-00580,29,52,100140,1.81,0,Laptops Compactas,Antofagasta,75,1
CLI-00581,39,45,83162,0.78,1,Tarjetas Gráficas,Araucanía,85,1
CLI-00582,26,8,66286,0.1,1,Laptops Vintage,Biobío,39,0
CLI-00583,39,4,80671,0.18,0,Laptops Compactas,Araucanía,22,1
CLI-00584,21,6,80489,0.62,2,Mini PCs / SBC,Metropolitana,28,0
CLI-00585,35,3,148553,1.65,1,Tarjetas Gráficas,Metropolitana,4,0
CLI-00586,32,6,77067,0.85,0,Laptops Compactas,Metropolitana,1,1
CLI-00587,18,11,82433,0.42,0,Laptops Vintage,Metropolitana,15,0
CLI-00588,36,20,32221,0.1,0,Laptops Vintage,Biobío,8,0
CLI-00589,36,25,81864,0.28,1,Mini PCs / SBC,Biobío,9,1
CLI-00590,49,23,71053,0.2,1,Laptops Vintage,Metropolitana,42,1
CLI-00591,38,3,195457,0.29,0,Tarjetas Gráficas,Biobío,10,1
CLI-00592,35,3,81325,0.66,2,Laptops Compactas,Metropolitana,9,1
CLI-00593,31,30,52763,0.5,1,Mini PCs / SBC,Metropolitana,14,1
CLI-00594,46,3,161668,1.02,1,Tarjetas Gráficas,Metropolitana,8,0
CLI-00595,27,19,151593,1.14,1,Mini PCs / SBC,Metropolitana,2,1
CLI-00596,26,26,78048,0.85,1,Mini PCs / SBC,Metropolitana,137,0
CLI-00597,25,48,410496,0.16,0,Tarjetas Gráficas,Biobío,73,1
CLI-00598,35,15,171245,0.2,0,Tarjetas Gráficas,Antofagasta,11,1
CLI-00599,54,36,244653,3.39,1,Mini PCs / SBC,Metropolitana,57,1
CLI-00600,35,16,124847,0.28,1,ThinkPad Business,Metropolitana,64,0
CLI-00601,40,14,73986,0.49,3,Mini PCs / SBC,Araucanía,194,0
CLI-00602,20,18,39237,1.16,1,Laptops Compactas,Biobío,96,0
CLI-00603,34,30,312482,1.11,0,ThinkPad Business,Biobío,23,1
CLI-00604,35,41,140079,0.58,1,ThinkPad Business,Araucanía,3,1
CLI-00605,28,15,320822,1.29,0,Laptops Compactas,Araucanía,50,1
CLI-00606,38,10,64196,0.49,0,Tarjetas Gráficas,Metropolitana,63,0
CLI-00607,29,7,105254,0.1,4,Tarjetas Gráficas,Valparaíso,21,0
CLI-00608,30,38,94955,0.2,0,ThinkPad Business,Antofagasta,1,1
CLI-00609,18,50,127763,0.1,0,Tarjetas Gráficas,Antofagasta,41,1
CLI-00610,38,16,56792,0.1,0,Mini PCs / SBC,Biobío,11,0
CLI-00611,38,120,145007,0.32,0,Tarjetas Gráficas,Valparaíso,22,1
CLI-00612,41,31,140278,0.73,1,Laptops Compactas,Biobío,2,1
CLI-00613,30,8,62943,0.19,0,Mini PCs / SBC,Metropolitana,14,0
CLI-00614,39,14,193977,0.17,0,Tarjetas Gráficas,Metropolitana,97,1
CLI-00615,29,3,296345,1.41,0,Laptops Vintage,Metropolitana,17,1
CLI-00616,39,21,125807,0.1,0,Tarjetas Gráficas,Valparaíso,20,1
CLI-00617,25,12,187366,0.76,0,ThinkPad Business,Metropolitana,85,0
CLI-00618,36,15,225670,0.11,0,Laptops Compactas,Biobío,1,1
CLI-00619,40,8,51564,0.78,0,Laptops Compactas,Metropolitana,72,1
CLI-00620,38,13,157531,3.41,1,Laptops Vintage,Biobío,107,1
CLI-00621,44,17,133332,0.85,3,Laptops Vintage,Antofagasta,73,1
CLI-00622,21,77,61652,0.29,0,ThinkPad Business,Metropolitana,13,1
CLI-00623,28,5,47433,1.44,1,ThinkPad Business,Valparaíso,14,1
CLI-00624,41,6,45263,0.1,0,ThinkPad Business,Metropolitana,37,1
CLI-00625,24,11,106200,0.32,1,Tarjetas Gráficas,Antofagasta,11,0
CLI-00626,23,5,117150,0.1,2,Mini PCs / SBC,Metropolitana,192,0
CLI-00627,18,22,271341,0.84,0,Tarjetas Gráficas,Valparaíso,57,1
CLI-00628,18,22,110233,0.13,0,Laptops Vintage,Metropolitana,14,1
CLI-00629,30,31,116002,0.37,0,Laptops Vintage,Antofagasta,13,1
CLI-00630,18,11,140042,0.1,1,Laptops Compactas,Biobío,8,1
CLI-00631,36,24,211708,1.5,1,Tarjetas Gráficas,Metropolitana,13,1
CLI-00632,18,43,94122,1.16,2,Laptops Compactas,Biobío,68,1
CLI-00633,40,6,143280,1.98,1,ThinkPad Business,Valparaíso,35,1
CLI-00634,46,67,68108,0.13,2,Mini PCs / SBC,Antofagasta,60,1
CLI-00635,36,4,144804,0.52,1,Mini PCs / SBC,Metropolitana,5,1
CLI-00636,18,9,49537,1.36,0,Laptops Vintage,Biobío,22,1
CLI-00637,32,30,303414,2.48,0,Laptops Vintage,Antofagasta,63,1
CLI-00638,20,26,127614,0.27,1,Laptops Compactas,Valparaíso,77,0
CLI-00639,43,5,206695,0.19,0,Laptops Vintage,Valparaíso,52,1
CLI-00640,24,10,136697,0.5,0,ThinkPad Business,Araucanía,53,1
CLI-00641,48,38,179930,0.26,0,Tarjetas Gráficas,Antofagasta,4,1
CLI-00642,40,37,59632,2.49,1,Tarjetas Gráficas,Metropolitana,1,0
CLI-00643,26,23,67242,0.1,0,ThinkPad Business,Araucanía,46,0
CLI-00644,25,13,347981,0.28,1,Mini PCs / SBC,Valparaíso,77,1
CLI-00645,45,17,43354,0.48,0,Laptops Vintage,Metropolitana,14,0
CLI-00646,35,50,198889,0.91,1,Tarjetas Gráficas,Metropolitana,95,1
CLI-00647,32,22,114959,0.3,1,Mini PCs / SBC,Metropolitana,13,1
CLI-00648,49,14,495617,0.86,1,Laptops Compactas,Antofagasta,151,1
CLI-00649,32,38,27261,0.38,1,ThinkPad Business,Antofagasta,9,1
CLI-00650,19,19,73493,0.59,1,Mini PCs / SBC,Araucanía,22,1
CLI-00651,32,4,118716,0.23,1,Mini PCs / SBC,Metropolitana,104,0
CLI-00652,28,5,218362,0.25,0,Tarjetas Gráficas,Araucanía,27,0
CLI-00653,40,16,149496,0.85,0,Mini PCs / SBC,Biobío,154,0
CLI-00654,18,16,190628,0.51,1,Mini PCs / SBC,Valparaíso,153,0
CLI-00655,36,14,50108,0.17,0,Laptops Compactas,Araucanía,3,0
CLI-00656,46,50,158755,1.32,3,ThinkPad Business,Metropolitana,46,0
CLI-00657,36,4,38651,2.04,2,Mini PCs / SBC,Araucanía,7,1
CLI-00658,27,13,111852,1.46,2,Laptops Compactas,Metropolitana,29,1
CLI-00659,31,14,243810,0.76,1,ThinkPad Business,Antofagasta,19,1
CLI-00660,30,30,201534,1.96,0,Tarjetas Gráficas,Valparaíso,20,1
CLI-00661,21,23,214038,0.4,0,Laptops Compactas,Metropolitana,42,1
CLI-00662,19,12,79726,0.64,0,Tarjetas Gráficas,Antofagasta,53,0
CLI-00663,51,25,70222,0.77,0,ThinkPad Business,Antofagasta,9,0
CLI-00664,40,29,206005,0.99,0,Mini PCs / SBC,Valparaíso,108,1
CLI-00665,34,29,205596,0.22,1,Laptops Compactas,Araucanía,27,1
CLI-00666,28,61,81021,1.88,2,Tarjetas Gráficas,Biobío,4,1
CLI-00667,37,48,322101,0.83,1,Tarjetas Gráficas,Valparaíso,21,1
CLI-00668,44,6,85537,0.64,2,Laptops Compactas,Araucanía,59,0
CLI-00669,43,19,32511,4.12,1,Mini PCs / SBC,Metropolitana,28,1
CLI-00670,26,14,96749,0.93,1,Mini PCs / SBC,Biobío,8,1
CLI-00671,25,23,179686,0.12,1,Laptops Compactas,Valparaíso,32,1
CLI-00672,34,15,118940,1.49,1,Laptops Compactas,Metropolitana,15,1
CLI-00673,27,10,59231,0.82,0,Tarjetas Gráficas,Metropolitana,3,0
CLI-00674,40,10,178540,0.45,1,Laptops Vintage,Metropolitana,13,1
CLI-00675,38,5,131397,0.11,0,ThinkPad Business,Metropolitana,7,1
CLI-00676,37,8,130934,0.1,0,Mini PCs / SBC,Valparaíso,26,1
CLI-00677,26,19,311344,0.45,0,Laptops Vintage,Metropolitana,3,1
CLI-00678,27,32,268788,0.18,1,Laptops Compactas,Metropolitana,16,1
CLI-00679,44,9,82935,0.12,0,ThinkPad Business,Metropolitana,8,1
CLI-00680,32,4,259877,0.22,2,Mini PCs / SBC,Metropolitana,5,0
CLI-00681,56,10,148675,0.55,0,Tarjetas Gráficas,Biobío,11,1
CLI-00682,34,3,43312,1.61,0,ThinkPad Business,Metropolitana,19,1
CLI-00683,24,5,52289,0.1,1,Laptops Vintage,Araucanía,43,0
